name,region,variety,rating,notes
Castell d'Encus Taleia 2013,Spain,White Wine,92.0,"Very pale yellow. On the nose the wine is complex with notes of boxwood, apricot and light vanilla notes, with spicy background Flavors on the palate consist of light undergrowth and is rich with a very long end that has a sharp and elegant acidity. "
Abbazia di Novacella Gruner Veltliner 2017,"Alto Adige, Trentino-Alto Adige, Italy",White Wine,90.0,This wine offers fresh green apple aromas and is lively and fruity on the palate with a white pepper finish. 
La Posta Fazzio Malbec 2015,"Mendoza, Argentina",Red Wine,92.0,"A beautiful reddish purple color. The vibrant nose is of red and black cherries and ripe plums that combine with floral touches of violets and rose petals. It holds a nice tannic structure that is full on the palate. Vanilla, chocolate, and some spice appears to make it more complex. "
Domaine Serene Evenstad Reserve Pinot Noir 2011,"Willamette Valley, Oregon",Red Wine,91.0,"Consistently excellent from vintage to vintage, our flagship wine is the defining standard by which all of our Pinot Noirs are measured. A true illustration of the art of blending, the Evenstad Reserve Pinot Noir is a wonderfully complex wine that delivers an array of red fruits, caramel, baking spice, vanilla, dried flowers, and potpourri. On the palate, this elegant wine shows a harmonious balance of structure, richness and acidity with soft tannins and a clean, lingering finish. With clonal variation and site driven diversity, we are able to craft this wine to our precise and exacting standards year after year."
Caparzo Brunello di Montalcino 1998,"Montalcino, Tuscany, Italy",Red Wine,90.0,"""This is always on the mark. Pretty berry and mineral character throughout. Full-bodied, with chewy tannins, yet they're elegant and refined. A well-done red. Best after 2004."""
Abadia Retuerta Seleccion Especial 2010,Spain,Red Wine,92.0,"In appearance, it shows off a lovely bigarreau cherry red robe with deep ruby hues. Very clean, direct and expressive in the nose, where fruit notes dominate the wood. Fragrances of blackberry, plum, wild strawberry and raspberry mingle with creamy lactic notes over a background of fine, exotic wood (sandalwood). On the palate it is soft, blossoming into an agreeable smoothness, generous in aroma, which makes it even more luscious and flavourful. In body, it displays the noticeably mature tannins along with the perfect touch of acidity that makes its finish bold and long-lasting. With its great personality, this 2010 is yet another example of consistency and maturity in a wine that never disappoints."
Cattleya Wines Pratt Vineyard Chardonnay 2014,"Russian River, Sonoma County, California",White Wine,93.0,"This is a very cool site and one of the last to be harvested. Native fermented and aged in 66% new French oak for 16 months, it has a sensational mix of richness and freshness, with lots of stone fruits, tangerine and green citrus aromas and flavors, beautiful concentration, high acidity and a great finish."
Chateau Kirwan 2003,"Margaux, Bordeaux, France",Red Wine,93.0,"This estate has been producing impressive wines since the mid-1990s, and much of the credit goes to the talented proprietress, Sophie Schyler. The 2003 Kirwan is a beauty and gets my vote as the finest Kirwan made in the last quarter century. A beautiful bouquet of forest floor, plums, licorice, creme de cassis, and smoke emerges from this opaque ruby/purple-tinged effort. Medium-bodied with plenty of sweet tannin in addition to low acidity, it leaves a beautiful tactile impression that is concentrated yet fresh and lively. Anticipated maturity: 2009-2022+."
Inniskillin Riesling Icewine (375ML half-bottle) 2003,Canada,Collectible,92.0,"This wines' intense aromas range from fresh blossoms and apricot to tangerine andj candied lime. Rich upfront flavours are enhanced with a lively fresh acidity that is both harmonious and refreshing, providing promise for excellent cellaring."
Benanti Rovittello Etna Rosso 2005,"Sicily, Italy",Red Wine,90.0,"Rovittello Etna Rosso is red ruby with tints of garnet red. The aromas are etheral, intense, and delicate with hints of vanilla, chestnut flowers and noble wood. On the palate, this wine is elegant, harmonic, remarkably persistent and reasonably tannic."
Foz De Arouce Tinto 2012,Portugal,Red Wine,91.0,Good aromatic concentration with notes of red fruits and resin. Smooth tannins. Well balanced with a persistent finish. 
Fisher Vineyards Cameron 2005,"Sonoma County, California",Red Wine,92.0,"A blend of 78% Cabernet Sauvignon, 20% Merlot and 2% Malbec."
Archery Summit Estate Pinot Noir 1997,"Willamette Valley, Oregon",Red Wine,92.0,"The rich dark Burgundy color of the 1997 Archery Summit Estate leads to complex aromas of cassis, black cherries, ripe raspberries, wild strawberries, minerals, exotic spices, oak and the classic Oregonian Pinot Noir element of clean earth. A wide mid-palate is enveloped by fruit. Ripe tannins buttress the fruit and pull the wine to an extremely long finish. This wine will grow even more graceful with extended cellaring; the vintage only produced 379 cases."
Artesa Napa Merlot 1997,"Napa Valley, California",Red Wine,91.0,"Focused on tasty red cherry, black berry and plum, turning spicy and cedary, with firm tannins."
Domaine de la Fruitiere Muscadet Gneiss de Bel Abord 2017,"Loire, France",White Wine,90.0,"Following a trend among the top producers of Muscadet the guys at Fruitière are not only making two outstanding cru Muscadets from Clisson and Château Thébaud, but they also make a single terroir (and single plot) Muscadet from sandy, weathered gneiss. This site faces east and is on a gentle slope bordering the river Maine. This terroir expresses itself with a delicate floral aromas and a coiled, salty minerality."
Eric Kent Luke's Grove Chardonnay 2017,"Russian River, Sonoma County, California",White Wine,91.0,"Luscious, juicy ripe peach and baked pear abound along with beautiful, exotic white flower accents, a hallmark of the Rued clone. Oak is present but well integrated and adds to the overall plushness and length. This is a big, loveable glass of Chardonnay with not a sharp edge to be found. Approachable soon after release, the 2017 Luke’s should nonetheless age quite nicely for another 6 to 7 years."
Chateau Souverain Cabernet Sauvignon 2013,California,Red Wine,89.0,"Deep ruby-purple in color, this Cabernet boasts bright and vivid aromas of roasted vanilla, mocha and baking spices which meet elegant layers of blackberry and ripe cherry flavors. The full mouth feel is extracted and rich and framed by thick mouth coating tannins. The fully balanced fruit, tannins and acidity, lead to a juicy and lengthy finish. "
Howard Park Scotsdale Cabernet Sauvignon 2015,"Great Southern, Western Australia, Australia",Red Wine,92.0,"This wine has a wild, ethereal presence of briary, hedgerow fruits, fragrant sweet spice and doughy oak notes that provide warmth and dimension. More refined than robust, the palate’s soft, plush red fruits give richness and the fine line of tannins, length and structure. "
Ben Haines B Minor Marsanne Roussanne 2016,"Yarra Valley, Victoria, Australia",White Wine,92.0,"60% Roussanne, 40% Marsanne. 1990s vines (Tahbilk and Yeringberg cuttings) in granite/quartz soils with distinct patches of hornfels. An old vineyard that has been brought back to life using biodynamic practices. Sheep grazing, minimal inputs in the vineyards, no synthetics, composting, worm farms, and a nearby creek thrives as a native wetland that has introduced new species of birds, ducks and frogs. Grapes are whole bunch pressed and barrel fermented with native yeasts (14% new French oak). Partial malolactic fermentation, aging on lees for three months with monthly lees stirring. Unfined. "
Argiolas Turriga 1999,"Sardinia, Italy",Red Wine,92.0,"Intense ruby red, lighter around the edges with age. The nose is spicy with hints of eucalyptus. Big and round with excellent structure from balanced tannins. Long and spicy finish. A powerful wine. Recommended with roasted and grilled meats, particularly roasted lamb flavored with herbs."
Cimicky Trumps Grenache/Shiraz 2002,Australia,Red Wine,91.0,"""The 2002 Trumps Grenache/Shiraz (65% of the former and 35% of the latter) is aged in old American oak. One of the finest buys in the red wine marketplace, it exhibits a dense ruby/purple color as well as an extraordinary perfume of sweet kirsch liqueur, black currants, licorice, pepper, and earthy/loamy soil characteristics. Medium to full-bodied, supple textured, and gorgeously proportioned, this is a hedonistic wine to drink over the next 2-3 years."""
Fort Ross Vineyard Symposium Pinot Noir 2012,"Fort Ross-Seaview, Sonoma Coast, Sonoma County, California",Red Wine,93.0,"This Symposium Pinot Noir is a dazzling garnet hue with ruby tones. Perfumed bright black raspberry, blueberry and violet aromas linger with hints of baking spice and the grounding earthy bramble that can be attributed to the 4 % addition of Pinotage.  The luxurious entry offers complex layers of raspberry and dark plum that intermingle with a whisper of warm sassafras spice.  The structure is seductive with a lush mid-palate and controlled tannins. There is purity to the lingering finish where the vineyard’s signature minerality and acidity accompany the expansive fruit with great finesse."
Amisfield RKV Pinot Noir 2006,"Central Otago, New Zealand",Red Wine,91.0,"The Rocky Knoll is a small block at Amisfield Vineyard whose soil differs greatly from the areas around it. It consists mainly of glacial deposits left by the retreat of the giant Wanaka glacier some 680 million years ago. Planted with 100% Dijon clones, from the first vintage in 2003 we realised that this parcel was something unique. "
Kumeu River Pinot Noir 1998,New Zealand,Red Wine,87.0,"A very small harvest in 1998 produced ripe fruit with an intensity of flavour we have seldom seen before. The resultant wine has aromas of ripe strawberries and cherries, together with the maturation complexity gained from careful ageing in small oak barrels. There are also the lovely complex bouquets of smoky oak and dried leaves that make the great Pinot Noir wines so interesting and compelling.  On the palate the texture is very smooth and velvety, with warmth and length of flavour, and an elegantly full finish."
